Product Name:,Brand Name,price,final price,discount price,stock,features,Descrption
 Marvel Yellow Tea 1 kg ,Marvel,M.R.P: 540.00,Price: 460.00,You Save: 80.00,In Stock,    Hand picked tea leaves from the finest plantations Refreshing and rejuvenating   ," Marvel Yellow Tea 1 kg Rejuvenate yourself with a cup of refreshing and simmering Marvel Yellow Tea. We've blended the finest, hand-picked tea leaves from around the world to guarantee the same great taste in your everyday cup. Our master blenders hand-picked the finest tea leaves to guarantee the same great taste in every cup so that you get the original flavour, smoothness and refreshment at the same time. Go ahead, buy this product online now! "
 Ensure Vanilla Health Drink Powder 400 g ,Ensure,M.R.P: 550.00,Price: 510.00,You Save: 40.00,In Stock,    High protein Health Drink No Sugar No Cholestrol   ," Ensure Vanilla Health Drink Powder 400 g Here's health drink that's made to fulfil the nutritional needs of adults amidst to their busy, hectic life. So, get on the healthier path with Ensure Vanilla Health Drink Powder. It's made to bridge the gap between daily nutrition needs and good health. It's packed with nutrients and is easy to prepare. Now, no worries about making or arranging a nutritious meal, because you can have it right here with a fulfilling health drink. So order online today and share it with your loved ones. "
 Lipton Pure & Light Green Tea Bags 25 pcs ,Lipton,M.R.P: 165.00,Price: 140.00,You Save: 25.00,In Stock,    Rich in anti-oxidants Hygienic packaging   ," Lipton Pure & Light Green Tea Bags 25 pcs It's not just a cup of tea, its therapy - One Sip at a Time. Lipton Green Tea is not just a regular cup of chai, we believe it's therapy for your body. Wake up to a morning cup of hot Lipton green tea and feel how it leaves you feeling light and active. Awaken your senses - one sip at a time. Lipton Green Tea Bags in Honey Lemon Flavor have this goodness. Choose Lipton Green Tea Honey Lemon as your go-to beverage during the day. Buy Now! Magic of Green Tea Green tea is produced when freshly plucked leaves are heated, rolled/cut and then dried. The catechins in the fresh leaves are preserved during the green tea process, making green tea rich in catechins. Also, green tea is typically drunk without milk and sugar and hence gives zero calories as compared to the ordinary chai made with milk and sugar. Available in a Range of Flavors Lipton offers a range of different flavours to ensure that you are offered variety and enjoyment while drinking tea. Lipton flavours some of its teas with added natural flavours and no artificial flavours are used. You may try Lipton Green tea in Pure & Light (unflavored), Tulsi Natura, Honey & Lemon and Lemon Zest flavors as well, available in pack sizes of 10s and 25s Tea bags. Next best to Water Brewed, Unsweetened Lipton Green Tea being 99.5% water is a great way to meet your daily required fluid intake. Staying hydrated is essential to ensure bodily functions are carried out efficiently. "
 Protinex Vanilla Delight 400 g ,Protinex,M.R.P: 550.00,Price: 474.00,You Save: 76.00,In Stock,    High Protein Low Fat   ," Protinex Vanilla Delight 400 g Protinex Vanilla Delight is a nutritional supplement and a health drink with a unique blend of multiple fibers. Regular consumption of Protinex helps build your stamina and promotes immunity. This helps in the growth and repair of muscles, tissues, and organs. This drink replenishes the nutrients lost through the stringent diet routine. It is a tasty and healthy drink with 12 vitamins and 13 minerals. It provides the right nutrition for managing blood sugar levels, weight, and cholesterol. Buy Protinex Vanilla Delight online now! "
 PediaSure Chocolate Health Drink Powder 200 g ,Pediasure,M.R.P: 295.00,Price: 274.35,You Save: 20.65,In Stock,    Boosts immunity Aids in brain development   ," PediaSure Chocolate Health Drink Powder 200 g Give yourself a complete boost with Pediasure Premium Chocolate Health Drink Powder. It's healthy, tasty and contributes significantly to the body`s development. This drink is a meal by itself and provides the necessary vital nutrients. Prioritise your Health today. So go ahead, buy PediaSure Premium Chocolate Health Drink Powder online today! "
 Bournvita 750 g ,Bournvita,M.R.P: 302.00,Price: 247.00,You Save: 55.00,In Stock,    Enriched with nutrients and growth vitamins goddnessb of health hygenically packed   ," Bournvita 750 g Give yourself a complete boost with Cadbury Bournvita Health Drink Powder. It is healthy, tasty and contributes significantly to the development. This drink is a meal by itself and provides the necessary vital nutrients. Prioritize you a health today. So go ahead, order now! "
 Ensure Vanilla Health Drink Powder 200 g ,Ensure,M.R.P: 295.00,Price: 274.35,You Save: 20.65,In Stock,    Lower sugar Power of 32 nutrients   , Ensure Vanilla Health Drink Powder 200 g Ensure Vanilla Health Drink Powder is a complete and balanced nutrition supplement. It has a perfect blend of vital nutrients. It is scientifically designed for adults to help them keep strong and healthy and also helps to support recovery. Ensure Vanilla Health Drink Powder enjoys the trust of adults and doctors in most of the countries around the world. Buy this nutritive Ensure Vanilla Health Drink Powder online now. 
 Protinex Tasty Chocolate 250 g ,Protinex,M.R.P: 350.00,Price: 325.50,You Save: 24.50,In Stock,    Maintains gut integrity Enhances energy utilization   ," Protinex Tasty Chocolate 250 g Protinex Tasty Chocolate Health Drink Powder is a high-protein and low-fat nutritional supplement with vital nutrients to support immunity, Lean Body Mass and Good Health for adults. Protinex is fortified with the right amount of carbohydrates, minerals, vitamins, and zero trans fats. It helps in digestion and is rapidly absorbed by the body. "
 Coca Cola 300 ml (Can) ,Coca Cola,M.R.P: 40.00,Price: 32.00,You Save: 8.00,In Stock,    Refreshing Taste   ," Coca Cola 300 ml (Can) Coca-Cola is the most popular and biggest-selling soft drink in history. The unique taste of Coca-Cola refreshes you and uplifts the senses. Go ahead, buy Coca Cola online today! "
 Pepsi 600 ml ,Pepsi,M.R.P: 35.00,Price: 29.00,You Save: 6.00,In Stock,    Pepsi is the pop that shakes things up!Known to be a party starter.Contains Caffeine.   ," Pepsi 600 ml Pepsi Soft Drink needs no introduction. This refreshing soft drink is hugely popular among all age groups. It can be served at all kinds of gatherings as it is and can also be used in the preparation of various cocktails/mocktails. This soft drink is available in various sizes, so you can choose as per your requirement. So go ahead, buy this product online today!  "
 Aarambh Danedar Assam Tea 250 g ,Aarambh,M.R.P: 110.00,Price: 90.00,You Save: 20.00,In Stock,"    The society tea is processed by utilizing premium quality tea leaves and advanced technology in adherence with industry standards. herbal, good for health hygenically packed   "," Aarambh Danedar Assam Tea 250 g Start your mornings with this wonderful Aarambh Danedar Assam Tea. Even during work hours or at night, a cup of this tea is just the kick your brain needs. It is made from the finest quality of tea leaves so that you get a product that combines quality and affordability at the same time. So go ahead, Buy Aarambh Danedar Assam Tea online today! "
 Maaza Mango Drink 600 ml ,Maaza,M.R.P: 42.00,Price: 36.00,You Save: 6.00,In Stock,    Refreshing and tasty   ," Maaza Mango Drink 600 ml Refresh yourself after a long day with a glass of Maaza Mango Drink. It's prepared from the choicest mangoes, thus offering you a premium quality product. While it can be had as it is, it can be used in the preparation of cocktails as well. The hygienic packaging ensures the product remains fresh for long. So go ahead, buy Maaza Mango Drink online today. "
 Girnar Royal Cup Tea 500 g ,Girnar,M.R.P: 260.00,Price: 229.00,You Save: 31.00,In Stock,    Rich combination of aroma and taste Natural source of antioxidants   ," Girnar Royal Cup Tea 500 g Start your mornings with this wonderful Girnar Royal Cup Tea. This tea is a rich blend of premium Assam CTC leaf tea. Made up of high-quality tea leaves so that you get the best taste of tea for a royal experience. So go ahead, buy Girnar Royal Cup Tea online today! "
 Pedia Sure Vanilla Delight Health Drink Powder 200 g ,Pediasure,M.R.P: 295.00,Price: 274.35,You Save: 20.65,In Stock,    Beverage loved all around the worldRefreshing   ," Pedia Sure Vanilla Delight Health Drink Powder 200 g Eager to get on the healthier side of life? PediaSure Vanilla Health Drink Powder is the answer you have been looking for. Your kids will be drooling over its great taste. And you can rest assured of their health with its high nutritional value. So go ahead, buy PediaSure Vanilla Health Drink Powder online today! "
 Kingfisher Ginger & Lime Radler 300 ml (Can) ,Kingfisher,M.R.P: 45.00,Price: 30.00,You Save: 15.00,In Stock,    Beverage loved all around the worldRefreshing   ," Kingfisher Ginger & Lime Radler 300 ml (Can) Kingfisher Radler, a soft drink with 0% alcohol! With 100% natural ingredients and 30% less sugar, this refreshing non-alcoholic drink is available in three zesty flavours of Ginger Lime. Hydrate and refresh with a Radler. So order online today and share it with your loved ones. "
 Real Activ 100% Apple Juice 1 L ,Real,M.R.P: 135.00,Price: 115.00,You Save: 20.00,In Stock,    No added sugar and preservatives   ," Real Activ 100% Apple Juice 1 L Refresh yourself after a long day with a glass of Real Activ 100% Apple Juice. It's made from the choicest apples, thus offering you a premium quality product. While it can be had as it is, it can be used in the preparation of cocktails as well. The hygienic packaging ensures the product remains fresh for long. So go ahead, buy this product online today! "
 Mirinda Orange 600 ml ,Mirinda,M.R.P: 35.00,Price: 29.00,You Save: 6.00,In Stock,"    Taste the orangey side of life. Paagalpanti bhi zaroori hai!Bold, vibrant and delightfully tangy, Mirinda is the perfect go-to drink for a spurt of spontaneityNo artificial Flavouring. Contains no fruit.   "," Mirinda Orange 600 ml Taste the orangey side of life, ""paagalpanti bhi zaroori hai"" with Mirinda. It is bold, vibrant and delightfully tangy. Mirinda is the perfect go-to drink for a spurt of spontaneity. Buy Mirinda Orange online now! "
 Minute Maid Nutriforce Mixed Fruit Juice 1L ,Minute Maid,M.R.P: 100.00,Price: 50.00,You Save: 50.00,In Stock,NAN,NAN
 Bournvita Lil Champs Chocolate 500 g ,Bournvita,M.R.P: 295.00,Price: 274.35,You Save: 20.65,In Stock,    Helps in the overall development of a child   ," Bournvita Lil Champs Chocolate 500 g Bournvita Lil Champs Chocolate Health Drink Powder is perfect for growing up children. This powder, when mixed with milk, tastes delicious and more importantly helps in the overall development of a child. This drink powder is a meal in itself considering it's rich in nutrients. Time to gift your child, a healthy tomorrow. "
 Schweppes Tonic Water 300 ml (Can) ,Schweppes,M.R.P: 50.00,Price: 46.50,You Save: 3.50,In Stock,    Filled with mineralsLasts for longer timeCan be used on various ocassions   ," Schweppes Tonic Water 300 ml (Can) Good quality soda is imperative while making your drinks taste smooth and tasty. Schweppes Tonic Water is a perfect accompaniment to your drinks and is incredibly crisp and pure. It is undoubtedly one of the best quality of sodas in the market today, and investing in it will surely not leave you disappointed. So if you are a cocktail or a whisky enthusiast, this should be your soda of choice. So go ahead, order now! "
 Schweppes Ginger Ale 300 ml (Can) ,Schweppes,M.R.P: 50.00,Price: 46.50,You Save: 3.50,In Stock,    ●Tasty & falvourful   ," Schweppes Ginger Ale 300 ml (Can) The unique sparkling drink with a bright taste of ginger, perfectly refined since 1870. Buy Schweppes Ginger Ale Soft Drink online and enjoy the sparkling fruit drink. "
 Aquafina Packaged Drinking Water 1 L ,Aquafina,M.R.P: 20.00,Price: 18.60,You Save: 1.40,In Stock,"    Fresh and pure, Aquafina is the perfect companion for happy bodies everywhere.It gives you enlivening boost, so you can get out there and enjoy life!5-step purification system for perfect taste and pure water   ", Aquafina Packaged Drinking Water 1 L Perfect companion for happy bodies everywhere. Aquafina goes through a five step state-of-the-art purification process to give consumers pure water and perfect taste. It has become one of India’s leading brands of bottled water in a relatively short span of time.How to use:Ready to DrinkIngredients:Treated Water 
 Girnar Cardamon Instant Tea Premix 10 g (10 Sachets) ,Girnar,M.R.P: 140.00,Price: 130.20,You Save: 9.80,In Stock,    Instant tea premix with cardamom   ," Girnar Cardamon Instant Tea Premix 10 g (10 Sachets) Give yourself a dose of natural freshness dissolved into a cup of a warm, refreshing portion of tea. Buy Girnar Cardamon Instant Tea Premix online-a refined blend natural ingredients and Cardamom that are meant to revitalize your body and mind. Enriched with loads of vitamins and anti-oxidants, this tea helps to boost health and build immunity, making you stronger and better. Every cup of the tea you prepare will comprise of authentic taste and a refreshing aroma that will awaken your spirits for sure. Go ahead and order online now. "
